,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
1066,0,1,0,2,0,1,1,0,2,2,3,2
1067,3,0,3,1,0,0,0,1,0,3,2,2
1068,3,0,3,1,0,0,0,1,0,3,2,2
1069,2,2,2,3,2,3,2,2,1,1,2,1
1070,3,0,3,0,0,2,1,0,0,3,2,2
1071,1,3,1,3,3,3,3,3,0,1,0,1
1072,1,0,1,0,2,3,3,2,2,1,0,1
1073,2,2,2,3,2,2,1,2,1,1,2,1
1074,1,3,1,3,3,3,3,3,0,1,0,1
1075,2,0,2,1,1,3,3,2,3,3,1,2
1076,3,0,3,1,1,0,0,0,0,2,3,1
1077,2,0,3,3,2,0,0,3,1,1,2,1
1078,2,0,3,3,2,0,0,3,1,1,2,1
1079,1,0,3,3,0,3,3,0,0,0,3,2
1080,3,0,3,0,0,0,0,0,0,0,3,1
1081,1,0,3,3,0,3,3,0,0,0,3,2
1082,1,0,2,0,1,3,3,2,3,1,0,1
1083,2,1,3,2,1,3,2,1,2,3,3,1
1084,1,0,2,0,1,3,3,2,3,1,0,1
1085,0,1,0,0,1,3,3,0,0,0,1,1
1086,2,0,2,3,0,0,0,2,2,2,3,2
1087,1,0,2,0,0,2,1,0,1,2,3,1
1088,3,1,3,0,3,3,2,2,0,3,1,2
1089,3,1,3,0,3,3,2,2,0,3,1,2
1090,3,0,3,0,2,3,3,0,0,2,3,2
1091,1,0,2,1,2,1,0,0,2,1,3,1
1092,0,2,0,1,2,1,0,0,3,1,3,1
1093,2,0,2,1,1,1,1,1,2,3,3,2
1094,0,3,0,3,3,1,0,1,2,0,2,1
1095,3,1,3,2,2,0,0,2,0,0,2,1
1096,0,3,0,3,3,1,0,1,2,0,2,1
1097,2,1,2,0,3,0,0,1,0,0,0,1
1098,2,0,3,1,3,0,0,0,0,3,3,2
1099,2,1,2,0,3,0,0,1,0,0,0,1
1100,2,0,2,1,1,3,1,0,0,3,3,1
1101,1,1,2,1,1,1,1,0,2,2,3,1
1102,0,1,0,0,1,2,1,0,3,0,3,1
1103,1,1,2,1,1,1,1,0,2,2,3,1
1104,2,1,2,1,1,2,1,0,1,2,3,1
1105,0,2,2,1,0,1,2,0,3,1,3,1
1106,2,0,2,0,0,1,0,0,0,0,3,1
1107,2,0,2,1,0,1,1,0,1,3,3,2
1108,2,3,1,3,2,0,0,3,2,0,0,1
1109,3,1,3,1,3,3,3,3,0,3,2,1
1110,2,2,0,0,0,0,0,1,1,2,1,1
1111,0,1,2,1,3,3,2,0,3,2,3,2
1112,1,0,2,0,0,0,1,0,1,2,2,1
1113,2,0,2,0,1,0,0,2,0,1,0,1
1114,0,1,3,3,0,3,3,0,3,2,3,1
1115,0,3,0,2,3,2,0,1,2,1,3,1
1116,0,3,0,2,3,2,0,1,2,1,3,1
1117,0,3,0,2,3,2,0,1,2,1,3,1
1118,0,0,1,1,0,1,1,0,1,0,3,1
1119,0,3,0,2,0,0,0,0,3,1,3,1
1120,1,2,2,2,1,1,0,0,0,2,3,2
1121,0,1,0,0,0,2,1,0,3,0,3,1
1122,0,1,0,0,0,3,1,0,3,0,3,1
1123,3,1,2,0,2,2,1,1,0,2,3,1
1124,0,2,0,1,3,0,0,0,3,1,3,0
1125,2,0,2,0,0,1,1,0,0,1,3,2
1126,0,0,1,0,0,0,0,0,2,0,3,1
1127,0,3,0,3,1,3,2,0,3,1,3,1
1128,3,1,2,3,3,3,3,3,1,2,1,1
1129,3,1,2,3,3,3,3,3,0,2,2,1
1130,2,2,0,0,0,0,0,2,0,2,2,1
1131,0,0,1,0,0,3,3,0,2,0,0,1
1132,1,0,2,0,1,2,1,0,2,3,3,2
1133,1,1,0,3,2,1,0,2,2,2,3,2
1134,2,0,2,0,0,0,0,0,1,3,3,2
1135,2,0,3,0,0,3,2,0,2,1,3,1
1136,3,1,3,1,2,0,0,2,1,3,3,1
1137,3,1,3,1,2,0,0,2,1,3,3,1
1138,1,1,1,3,3,3,3,3,0,1,0,1
1139,2,1,1,1,1,2,3,2,2,2,0,1
1140,1,1,2,0,2,3,3,2,3,2,0,1
1141,2,0,2,2,2,3,3,1,1,3,2,1
1142,0,1,1,2,0,0,0,0,1,2,3,1
1143,0,0,2,0,0,2,0,1,3,3,1,1
1144,1,0,1,2,0,3,3,1,3,1,1,1
1145,2,0,3,2,1,3,2,1,3,3,2,1
1146,1,1,1,0,3,0,0,1,1,3,1,1
1147,3,1,3,3,1,0,0,2,0,0,3,2
1148,1,0,2,1,2,1,0,0,2,2,3,1
1149,3,0,3,1,0,0,0,1,1,0,3,1
1150,2,0,2,3,0,0,0,0,1,3,3,2
1151,0,2,1,2,0,2,3,0,3,2,3,1
1152,2,2,1,1,3,1,1,1,0,0,1,1
1153,3,1,2,1,2,2,1,1,1,2,2,1
1154,0,2,0,1,3,3,3,0,3,2,3,1
1155,2,2,1,1,3,1,1,1,0,0,1,1
1156,2,0,3,0,1,3,3,0,2,3,3,2
1157,0,1,1,1,0,2,3,0,3,3,3,2
1158,0,1,3,3,1,3,2,1,3,3,2,1
1159,3,1,3,1,3,1,1,2,0,2,2,1
1160,3,0,3,2,2,0,0,2,0,2,2,2
1161,2,1,3,0,1,1,0,0,0,3,1,1
1162,2,0,2,2,1,1,0,0,0,2,3,2
1163,2,3,1,0,1,1,0,2,1,2,1,1
1164,2,3,1,0,1,1,0,2,1,2,1,1
1165,2,1,3,0,3,2,1,1,0,3,0,1
1166,3,2,1,1,3,0,2,2,0,3,1,1
1167,2,0,2,2,1,3,2,0,2,3,3,2
1168,0,0,2,3,0,1,2,0,0,1,3,1
1169,1,1,2,2,2,0,0,0,2,1,3,1
1170,2,0,2,0,0,0,0,1,0,2,2,1
1171,0,2,0,1,1,3,2,0,3,2,2,1
1172,3,1,3,1,1,0,0,1,1,3,3,1
1173,1,0,2,0,1,3,3,2,3,1,0,1
1174,1,0,2,0,1,3,3,2,3,1,0,1
1175,0,2,0,1,3,3,2,0,3,2,3,1
1176,0,3,0,3,1,3,2,1,3,0,3,0
1177,0,3,0,2,0,0,0,0,2,2,3,2
1178,0,3,0,1,0,2,3,0,3,2,3,1
1179,2,0,2,2,1,1,2,1,1,3,2,1
1180,2,0,2,2,1,1,2,1,1,3,2,1
1181,3,0,3,0,0,0,0,0,0,0,3,1
1182,3,1,2,2,0,3,2,2,2,3,2,1
1183,0,3,0,0,0,2,2,1,1,1,0,1
1184,0,2,1,1,2,1,3,0,2,2,2,1
1185,0,1,2,1,2,0,2,0,2,0,3,1
1186,0,3,0,3,1,0,0,1,3,0,3,1
1187,0,1,2,1,2,0,2,0,2,0,3,1
1188,0,2,1,1,2,1,3,0,2,2,2,1
1189,2,3,0,0,1,0,0,1,1,0,1,0
1190,2,1,3,3,2,0,0,1,1,1,3,1
1191,0,3,0,2,3,0,0,0,3,0,2,1
1192,1,0,2,2,0,1,2,0,3,3,3,2
1193,0,3,0,2,3,0,0,0,3,0,2,1
1194,0,3,1,0,3,2,3,1,1,1,0,1
1195,0,1,1,0,1,2,2,1,3,1,0,1
1196,1,2,1,2,1,3,3,2,0,1,0,1
1197,1,2,1,0,0,0,0,0,0,0,1,1
1198,1,0,1,1,0,2,3,0,0,3,2,1
1199,1,2,1,2,1,3,3,2,0,1,0,1
1200,1,2,1,0,0,0,0,0,0,0,1,1
1201,1,0,2,0,0,0,0,0,1,0,3,2
1202,2,1,2,0,0,0,0,0,2,2,3,2
1203,3,3,1,3,3,3,3,3,0,0,0,1
1204,1,0,3,1,1,3,2,0,2,3,2,2
1205,1,0,3,1,1,3,2,0,2,3,2,2
1206,1,0,3,1,1,3,2,0,2,3,2,2
1207,3,3,3,0,3,3,2,2,2,3,1,1
1208,1,0,3,1,1,3,2,0,2,3,2,2
1209,0,0,3,1,1,1,1,0,3,3,3,2
1210,0,3,0,1,1,1,0,0,2,1,2,1
1211,0,1,1,1,1,3,2,1,2,1,0,1
1212,0,3,0,1,1,1,0,0,2,1,2,1
1213,3,0,2,0,1,0,0,1,0,3,2,1
1214,3,0,3,0,2,0,0,1,0,0,2,1
1215,2,0,3,1,3,2,1,0,1,1,3,1
1216,1,2,2,1,1,1,3,2,1,2,0,1
1217,2,0,2,0,0,3,3,0,1,3,3,1
1218,2,1,2,0,2,1,1,1,1,2,2,1
1219,2,0,2,0,0,3,2,0,0,3,2,1
1220,3,0,3,0,3,2,2,2,1,3,3,1
1221,3,0,3,0,3,2,2,2,1,3,3,1
1222,2,2,1,1,1,3,3,2,1,0,1,1
1223,3,0,3,1,1,1,1,1,1,3,3,1
1224,3,0,3,2,2,1,0,3,0,3,2,1
1225,2,1,1,2,3,2,3,3,0,0,0,1
1226,1,2,0,3,2,3,2,1,0,0,0,1
1227,2,2,1,1,3,1,0,2,1,2,1,1
1228,0,1,0,0,0,2,3,0,3,2,3,2
1229,1,1,2,1,1,2,3,2,2,2,0,1
1230,1,0,2,3,0,2,2,0,2,3,3,1
1231,1,3,0,2,1,3,3,1,2,1,2,1
1232,1,1,2,1,1,2,3,2,2,2,0,1
1233,3,0,2,1,0,1,1,1,1,0,0,0
1234,0,3,0,1,0,1,0,0,2,0,3,1
1235,0,0,2,3,0,0,3,1,1,1,3,0
1236,1,2,0,0,0,0,0,1,1,2,0,1
1237,0,3,0,1,0,1,0,0,2,0,3,1
1238,2,3,0,2,2,1,1,3,2,0,1,0
1239,0,3,0,3,0,1,0,0,3,1,3,0
1240,1,2,1,0,1,3,2,0,0,0,0,1
1241,3,0,2,2,1,3,3,2,0,1,1,1
1242,2,1,2,1,0,2,2,0,1,1,3,1
1243,2,2,1,2,2,1,3,3,2,1,0,1
1244,0,0,1,3,0,3,3,2,2,0,2,1
1245,1,2,1,0,2,2,1,1,3,2,2,1
1246,1,3,0,0,2,2,2,0,0,0,1,1
1247,1,2,1,0,2,2,1,1,3,2,2,1
1248,0,1,2,1,2,3,1,0,3,3,2,1
1249,0,2,0,2,1,3,1,0,2,1,2,1
1250,0,2,0,2,1,3,1,0,2,1,2,1
1251,1,2,1,1,1,3,2,1,1,1,1,1
1252,0,3,0,0,3,0,0,1,3,1,1,1
1253,1,3,0,0,3,0,0,1,3,1,0,1
1254,1,3,0,0,1,2,1,1,2,2,2,1
1255,0,2,0,2,0,3,2,0,3,0,2,1
1256,1,2,1,0,2,3,2,0,0,0,0,1
1257,0,2,2,3,2,1,3,1,2,2,2,1
1258,0,2,0,3,3,2,1,0,3,2,3,1
1259,0,2,0,3,3,2,1,0,3,2,3,1
1260,2,2,3,0,3,2,2,1,0,3,0,1
1261,0,3,0,1,2,2,1,0,3,0,3,0
1262,3,1,2,2,2,3,3,2,0,1,1,1
1263,2,3,0,1,2,1,1,2,2,0,1,0
1264,2,0,2,0,0,3,2,0,2,2,3,1
1265,1,2,0,2,2,2,1,1,2,1,2,1
1266,1,2,0,2,2,2,1,1,2,1,2,1
1267,3,1,3,2,0,1,0,1,0,3,3,1
1268,0,1,2,1,1,2,2,1,3,0,0,1
1269,0,1,0,0,0,3,3,0,3,3,3,2
1270,0,0,0,0,0,3,2,0,3,3,3,1
1271,1,1,1,0,0,3,3,0,2,1,3,1
1272,0,1,0,0,1,3,2,0,3,0,3,1
1273,1,2,1,1,1,3,2,0,0,0,0,1
1274,1,2,1,1,3,2,1,0,1,0,3,1
1275,2,3,1,2,1,1,3,2,1,0,0,1
1276,2,1,2,3,0,0,0,1,1,1,3,0
1277,0,3,0,0,3,0,0,1,2,1,1,1
1278,2,3,1,2,1,1,3,2,1,0,0,1
1279,3,0,2,0,0,0,0,0,0,1,3,2
1280,0,1,1,0,1,3,2,0,2,2,2,1
1281,0,1,1,0,1,3,2,0,2,2,2,1
1282,1,3,0,1,2,1,0,1,2,2,2,1
1283,2,2,2,3,3,2,3,2,1,2,1,1
1284,0,1,1,2,1,2,1,0,2,1,2,1
1285,3,0,3,0,2,2,2,2,0,1,2,1
1286,0,0,3,2,0,2,1,0,2,0,3,1
1287,2,2,0,2,0,0,0,0,1,0,3,1
1288,0,2,2,3,0,2,3,3,1,3,1,1
1289,0,2,2,3,0,2,3,3,1,3,1,1
1290,1,3,0,0,3,0,0,0,2,1,2,1
1291,2,2,1,1,1,3,2,1,1,3,2,1
1292,0,1,1,2,0,1,1,0,3,2,3,1
1293,1,3,0,0,2,0,0,1,2,0,1,0
1294,2,2,1,1,1,3,2,1,1,3,2,1
1295,0,2,0,3,3,3,3,0,0,0,0,1
1296,0,2,0,3,3,3,3,0,0,0,0,1
1297,1,2,1,1,0,2,1,0,2,1,3,1
1298,0,2,0,0,0,1,0,0,3,1,3,1
1299,1,3,0,1,3,0,0,0,3,0,2,0
1300,0,3,0,1,2,2,1,0,3,1,3,1
1301,0,3,0,1,3,2,2,1,3,3,3,1
1302,2,0,2,1,0,0,0,1,1,3,3,1
1303,2,0,3,0,2,3,3,0,2,2,3,1
1304,1,3,1,2,2,2,3,0,0,0,0,1
1305,1,2,1,0,1,3,3,1,1,0,1,1
1306,3,3,2,2,2,3,3,3,1,1,1,1
1307,0,3,0,3,0,2,1,0,3,0,2,0
1308,3,3,2,2,2,3,3,3,1,1,1,1
1309,0,2,1,0,1,3,3,1,1,1,0,1
1310,1,2,1,0,1,3,3,1,1,0,1,1
1311,0,1,1,3,0,1,1,0,2,1,3,1
1312,2,3,1,0,2,1,2,0,2,0,2,1
1313,0,0,1,2,2,2,3,0,2,0,1,1
1314,0,0,1,2,2,3,3,0,2,0,1,1
1315,1,2,2,1,2,2,3,1,1,1,1,1
1316,0,3,0,0,0,2,2,0,3,1,3,1
1317,3,1,3,1,3,1,2,1,0,2,3,1
1318,1,2,2,1,2,2,3,1,1,1,1,1
1319,2,3,3,0,3,2,3,1,0,3,0,1
1320,3,3,2,2,3,1,3,3,1,2,1,1
1321,0,3,0,0,0,2,2,0,3,1,3,1
1322,2,0,2,0,0,1,0,0,0,0,3,1
1323,2,0,2,0,0,2,2,0,0,3,2,2
1324,0,1,1,0,1,2,1,0,2,1,2,1
1325,0,1,1,0,1,2,1,0,2,1,2,1
1326,0,1,1,0,1,2,1,0,2,1,2,1
1327,0,1,1,0,1,2,1,0,2,1,2,1
1328,0,1,1,0,1,1,1,0,2,0,0,1
1329,1,2,1,1,2,2,3,1,1,1,1,1
1330,1,2,1,1,2,2,3,1,1,1,1,1
1331,1,3,1,3,3,3,3,1,1,0,0,1
1332,2,0,1,0,1,0,1,1,0,0,1,1
1333,2,3,1,1,1,1,2,2,0,0,1,1
1334,1,3,0,1,3,0,0,1,2,0,1,1
1335,0,2,0,2,0,2,2,0,2,2,3,1
1336,0,1,0,0,0,2,1,0,2,0,0,1
1337,0,1,0,0,0,2,1,0,2,0,0,1
1338,0,1,0,0,0,2,1,0,2,0,0,1
1339,1,1,0,0,2,1,1,0,2,0,2,1
1340,1,1,0,0,2,1,1,0,2,0,2,1
1341,1,1,0,0,2,1,1,0,2,0,2,1
1342,1,2,0,0,2,2,1,1,2,0,2,1
1343,1,1,0,0,2,1,1,0,2,0,2,1
1344,3,1,3,2,1,1,0,3,0,0,2,1
1345,2,1,1,2,0,1,1,1,1,0,1,1
1346,0,2,0,1,0,0,0,0,3,1,3,1
1347,1,3,0,0,1,0,0,1,2,0,0,1
1348,1,3,0,0,1,0,0,1,2,0,0,1
1349,0,2,0,3,2,2,2,0,3,0,2,1
1350,2,2,2,1,0,3,3,1,2,1,1,1
1351,1,2,0,2,0,1,2,0,2,0,3,1
1352,1,3,0,0,2,1,2,2,2,0,2,1
1353,1,3,0,0,2,1,2,2,2,0,2,1
1354,1,2,0,2,1,0,1,1,2,0,1,1
1355,0,0,1,0,2,0,1,0,2,0,1,1
1356,0,0,1,0,2,0,1,0,2,0,1,1
1357,1,1,1,2,1,3,3,1,3,1,2,1
1358,1,2,1,3,3,3,3,2,1,0,0,1
1359,3,1,2,0,3,0,1,2,0,2,1,1
1360,2,2,2,2,3,1,1,2,1,1,2,1
1361,2,3,1,2,3,1,2,2,2,0,1,1
1362,3,1,2,0,3,0,1,2,0,2,1,1
1363,2,3,2,1,2,1,3,1,1,0,1,0
1364,1,2,0,0,3,1,1,0,3,0,3,1
1365,1,1,0,1,3,1,2,2,0,1,0,1
1366,1,3,0,0,3,1,2,1,1,0,1,1
1367,0,2,2,1,2,1,3,2,1,3,2,1
1368,2,3,2,1,1,2,3,1,1,0,1,1
1369,0,2,0,0,0,0,0,0,2,0,2,0
1370,2,3,3,0,3,1,3,1,0,3,0,1
1371,1,2,3,3,3,0,0,0,0,3,3,1
1372,2,3,3,0,3,1,3,1,0,3,0,1
1373,1,3,2,3,3,3,3,1,1,0,0,1
1374,0,3,0,0,3,2,1,0,2,0,1,0
1375,1,2,1,1,2,1,3,1,1,0,1,1
1376,2,3,1,0,2,0,1,0,0,0,1,1
1377,0,1,1,2,2,3,3,0,3,1,3,1
1378,1,1,1,1,1,1,1,1,1,0,1,1
1379,1,2,0,2,1,1,1,0,2,1,2,1
1380,1,2,0,2,1,1,1,0,2,1,2,1
1381,0,3,0,0,1,0,1,0,2,0,1,1
1382,2,2,1,1,2,3,3,1,1,0,1,1
1383,2,2,1,1,2,3,3,1,1,0,1,1
1384,0,3,1,0,3,2,3,1,0,0,0,1
1385,2,3,1,3,1,3,3,1,0,0,0,1
1386,1,2,0,0,3,1,1,1,1,1,1,1
1387,1,2,0,0,3,1,1,1,1,1,1,1
1388,0,2,2,3,2,0,2,2,2,2,2,1
1389,0,1,0,1,2,3,3,0,0,0,1,1
1390,0,1,0,2,0,2,1,0,3,1,3,1
1391,2,2,1,2,3,0,1,1,2,1,2,1
1392,0,2,0,0,0,0,0,0,0,0,1,1
1393,2,1,1,1,1,2,2,1,1,0,1,1
1394,0,2,1,3,0,3,3,1,2,0,0,1
1395,2,3,1,0,3,0,0,2,1,2,1,1
1396,2,3,1,0,2,0,0,2,1,2,1,1
1397,1,2,1,1,2,2,3,1,1,0,1,1
1398,0,2,1,1,2,1,1,1,3,1,1,2
1399,1,3,0,1,0,1,1,0,3,2,2,1
1400,1,3,1,1,2,3,3,1,1,0,1,1
1401,1,3,1,1,2,3,3,1,1,0,1,1
1402,1,0,2,1,0,0,1,1,3,3,3,1
1403,1,0,2,0,0,0,0,1,1,3,1,2
1404,2,1,2,2,2,1,2,3,3,1,2,1
1405,1,0,2,1,0,2,1,0,1,3,3,2
1406,2,0,2,3,0,1,0,2,1,3,2,1
1407,0,1,0,1,0,3,2,0,3,3,2,1
1408,2,0,2,1,0,3,2,0,1,3,3,2
1409,0,1,0,1,0,3,2,0,3,3,2,1
1410,0,3,0,0,2,0,0,0,3,0,3,1
1411,0,1,2,2,1,1,0,1,3,2,2,1
1412,2,0,2,3,0,1,0,2,1,3,2,1
1413,3,2,1,1,3,1,3,1,0,3,1,1
1414,3,0,3,1,1,0,0,3,0,3,1,1
1415,0,2,0,0,0,1,0,1,3,3,0,1
1416,3,0,3,1,1,0,0,3,0,3,1,1
1417,1,0,2,2,0,2,1,0,2,3,3,2
1418,1,2,0,0,1,0,0,0,0,0,1,1
1419,1,2,1,1,1,3,3,0,1,0,1,1
1420,1,2,0,0,1,0,0,0,0,0,1,1
1421,1,1,1,0,1,3,2,1,2,1,0,1
1422,0,2,0,1,1,3,2,0,2,3,3,1
1423,0,2,0,3,3,1,1,2,3,2,2,0
1424,2,0,2,0,1,1,1,2,1,2,1,1
1425,2,0,2,0,1,1,1,2,1,2,1,1
1426,1,0,2,0,0,3,2,2,3,2,3,1
1427,1,1,2,2,1,0,1,1,1,1,3,1
1428,1,2,0,0,1,3,2,1,1,2,2,1
1429,1,0,2,1,0,3,3,1,2,3,3,1
1430,1,1,1,0,0,2,2,0,2,1,2,1
1431,1,1,2,1,0,1,3,1,1,0,1,1
1432,0,1,0,0,0,0,0,0,3,3,3,1
1433,0,1,1,0,0,1,1,0,3,3,1,2
1434,3,2,2,3,3,3,3,3,0,3,0,1
1435,3,2,2,3,3,3,3,3,0,3,0,1
1436,3,0,2,0,3,3,3,3,0,2,0,1
1437,0,3,2,3,0,2,2,1,3,0,2,1
1438,0,2,0,0,0,0,0,1,3,0,2,1
1439,1,3,0,1,1,3,3,1,2,2,2,1
1440,1,0,2,1,0,2,1,0,1,2,3,2
1441,1,3,1,3,3,2,3,2,0,0,1,1
1442,0,2,0,0,1,2,1,2,2,3,1,1
1443,0,2,1,0,0,1,0,0,2,0,3,1
1444,1,3,0,1,1,3,3,1,2,2,2,1
1445,1,3,1,3,3,2,3,2,0,0,1,1
1446,0,2,0,0,1,2,1,2,2,3,1,1
1447,0,3,0,0,2,3,2,2,2,3,1,1
1448,0,2,0,0,2,3,2,2,2,2,1,1
1449,1,0,2,1,0,2,1,0,1,3,3,2
1450,1,0,2,1,0,2,1,0,1,2,3,2
1451,1,0,3,3,3,1,0,2,2,3,2,2
1452,0,2,0,1,0,3,2,0,2,3,3,2
1453,1,1,2,0,1,3,3,2,3,1,0,1
1454,3,1,3,1,1,0,1,3,0,2,2,1
1455,0,3,0,0,0,1,0,0,3,2,2,1
1456,0,2,0,0,0,3,3,0,1,0,2,1
1457,1,1,2,0,1,3,3,2,3,1,0,1
1458,2,0,2,0,0,1,0,1,2,1,2,1
1459,1,0,2,0,0,0,0,0,2,3,3,2
1460,0,1,0,2,0,3,3,2,3,2,2,1
1461,0,3,0,1,0,0,0,1,3,1,1,0
1462,0,2,0,2,1,1,1,0,2,1,2,1
1463,0,2,0,2,1,1,2,0,2,0,2,1
1464,0,2,1,0,0,3,2,1,3,2,1,1
1465,0,2,1,0,0,3,2,1,3,2,1,1
1466,1,1,2,1,0,3,2,2,1,2,1,2
1467,0,3,0,2,0,2,1,1,3,1,2,0
1468,1,1,2,1,0,3,2,2,1,2,1,2
1469,1,3,0,1,0,2,2,2,1,0,1,0
1470,3,3,1,0,2,1,1,1,0,0,1,1
1471,0,3,0,3,0,1,0,0,3,0,3,1
1472,1,0,3,2,1,3,2,1,2,3,2,1
1473,0,2,0,0,1,1,2,0,2,0,2,1
1474,3,1,3,3,3,3,3,3,0,3,0,1
1475,0,1,1,1,0,2,3,0,3,3,3,2
1476,3,1,3,3,3,3,3,3,0,3,0,1
1477,0,1,1,1,0,2,3,0,3,3,3,2
1478,0,3,0,3,2,0,0,3,2,0,1,0
1479,2,0,3,3,3,1,0,3,2,2,2,1
1480,0,2,0,0,2,0,0,0,3,1,1,0
1481,2,0,3,3,3,1,0,3,2,2,2,1
1482,1,2,3,1,3,0,0,2,2,1,2,0
1483,2,0,3,0,0,0,0,0,2,1,2,1
1484,0,3,0,1,0,0,0,1,3,2,2,0
1485,0,3,1,1,1,1,1,1,2,0,1,1
1486,0,3,1,1,0,1,1,0,2,1,2,1
1487,0,2,0,0,0,1,0,0,3,3,2,1
1488,0,2,0,0,0,0,0,0,3,1,3,1
1489,0,2,1,1,0,0,0,0,3,3,2,1
1490,0,0,3,0,0,1,0,0,2,1,3,1
1491,0,2,0,0,0,0,0,0,3,1,3,1
1492,0,3,0,0,0,0,0,0,3,0,3,1
1493,1,2,1,0,2,3,3,1,1,1,1,1
1494,0,0,0,0,0,2,1,0,3,2,1,2
1495,0,1,0,0,2,2,1,0,2,3,2,1
1496,1,2,1,0,2,3,3,1,1,1,1,1
1497,0,3,0,2,0,0,0,0,3,2,3,1
1498,0,3,0,2,0,0,0,1,3,1,2,1
1499,0,3,0,2,0,0,0,0,3,2,3,1
1500,1,3,0,0,1,1,0,0,1,0,1,1
1501,1,3,2,3,2,2,3,1,0,0,0,1
1502,1,2,1,2,1,2,2,1,1,0,1,1
1503,0,1,2,2,1,0,0,0,3,2,2,1
1504,1,0,3,2,3,0,0,1,2,0,3,1
1505,0,3,0,0,1,0,0,1,3,2,1,0
1506,0,3,0,1,0,0,0,1,3,2,2,1
1507,1,0,3,2,3,0,0,1,2,0,3,1
1508,0,0,3,1,1,2,1,3,2,2,2,1
1509,1,0,2,0,0,0,0,0,1,2,2,1
1510,0,0,1,1,0,3,2,1,3,3,1,1
1511,0,3,0,1,0,2,1,2,3,2,1,1
1512,0,3,0,1,0,1,0,1,3,2,2,1
1513,0,2,1,0,1,2,3,0,2,1,2,1
1514,0,3,1,3,1,2,3,3,3,2,0,1
1515,0,3,1,3,1,2,3,3,3,2,0,1
1516,0,0,1,2,1,3,2,1,3,3,2,1
1517,0,2,0,1,0,3,2,0,2,3,2,1
1518,1,1,3,1,3,0,0,1,2,2,2,1
1519,0,3,0,2,3,1,1,1,3,1,1,1
1520,0,2,0,1,0,3,2,0,2,3,2,1
1521,0,1,1,0,2,1,1,1,2,0,0,0
1522,0,0,1,2,1,3,2,1,3,3,2,1
1523,0,1,1,1,1,3,2,0,2,1,2,1
1524,0,1,1,1,1,3,2,0,2,3,1,1
1525,0,1,0,1,0,2,1,0,2,2,1,1
1526,0,1,0,1,0,2,1,0,1,2,1,1
1527,0,2,0,0,1,2,1,0,1,2,2,1
1528,1,0,3,1,3,2,2,2,1,2,1,1
1529,0,3,0,1,0,3,2,1,3,1,1,1
1530,0,1,0,1,0,1,0,0,3,2,3,1
1531,0,3,1,3,2,1,1,1,3,2,1,1
1532,1,2,1,1,0,2,0,1,0,2,1,1
1533,2,0,2,0,1,3,3,2,2,1,0,1
1534,0,2,1,2,0,1,1,0,3,1,3,2
1535,0,2,1,1,1,2,1,1,2,1,1,1
1536,0,2,0,0,1,3,2,0,3,2,2,1
1537,0,2,0,0,0,2,1,0,3,2,1,1
1538,0,2,0,2,2,2,1,0,3,2,3,1
1539,1,0,2,0,0,3,2,2,3,3,1,1
1540,0,1,0,3,1,1,1,1,3,2,3,1
1541,1,0,2,1,0,2,2,1,2,3,2,2
1542,0,3,0,0,0,3,1,0,1,1,2,1
1543,3,1,2,1,0,1,0,2,1,1,2,1
1544,2,0,3,2,0,1,0,0,0,3,3,2
1545,0,2,2,0,0,2,1,0,2,2,1,1
1546,0,2,0,1,1,2,1,1,2,1,1,1
1547,0,2,1,0,0,1,1,0,3,0,3,1
1548,3,1,3,1,3,2,2,2,0,1,2,1
1549,1,0,2,0,1,2,1,0,1,2,3,2
1550,0,3,0,2,2,2,1,2,3,0,0,1
1551,0,3,0,2,2,2,1,2,3,0,0,1
1552,0,3,0,3,3,3,2,1,3,2,3,1
1553,1,3,0,1,2,2,1,2,3,1,0,1
1554,0,3,0,2,0,2,1,1,3,1,2,1
1555,0,2,1,0,0,2,1,0,3,2,2,2
1556,0,3,0,1,0,1,0,1,3,1,1,1
1557,0,3,0,2,0,2,1,1,3,1,2,1
1558,0,2,2,3,3,3,3,3,1,1,0,1
1559,1,2,1,1,2,3,3,1,0,0,1,1
1560,1,2,1,1,2,3,3,1,0,0,1,1
1561,1,2,1,1,2,3,3,1,0,0,1,1
1562,1,3,1,1,1,1,0,0,1,0,1,1
1563,1,3,1,1,1,1,0,0,1,0,1,1
1564,1,3,1,1,1,1,0,0,1,0,1,1
1565,0,3,0,0,0,3,2,0,2,3,2,1
1566,0,0,3,1,0,3,2,0,2,2,3,1
1567,1,3,1,1,1,1,0,0,1,0,1,1
1568,0,2,1,0,1,3,2,1,2,1,0,1
1569,0,1,1,0,0,2,1,0,3,1,3,1
1570,0,0,3,1,3,2,1,0,2,3,3,1
1571,0,0,1,1,0,2,1,0,3,2,2,1
1572,1,3,2,1,0,3,3,1,2,0,0,1
1573,0,2,1,2,1,2,2,0,3,2,3,1
1574,0,0,3,3,1,3,3,2,2,0,2,1
1575,1,1,2,1,0,1,0,0,1,2,3,1
1576,2,0,3,0,2,2,1,1,1,3,2,1
1577,0,3,1,3,1,1,1,1,3,1,3,1
1578,0,3,1,0,3,1,0,0,3,2,3,1
1579,0,2,0,0,0,3,1,0,3,1,3,1
1580,1,0,2,2,0,1,1,0,2,1,3,1
